Nom de la gare;Code UIC;Code postal;Segmentation;voyageurs 2016;volume total d'usagers 2016 (voyageurs+ non voyageurs);voyageurs 2015;volume total d'usagers 2015 (voyageurs+ non voyageurs);voyageurs 2014;volume total d'usagers 2014 (voyageurs+ non voyageurs)
Belves;595876;24170;c;8707;;8918;;8981;
Benesse Maremne;673285;40230;c;6409;;6740;;9094;
Bergues;281105;59380;b;163509;;175740;;172781;
Berre;753228;13130;c;;;;;171;
Bertrichamps;141424;54120;c;4634;;5453;;7055;
Besançon Franche-Comté TGV;300863;25870;a;606090;689932;826650;939376;612111;695581
Beslé;471219;44290;c;21814;;20967;;19782;
Bessancourt;276642;95550;b;545400;;545400;;545400;
Bessèges;775494;30160;c;;;;;;
Bétaille;594747;46110;c;9;;;;;
Béziers;781005;34500;a;1387028;;1266592;;2952956;
Bidarray Pont Noblia;673699;64780;c;1476;;706;;992;
Bidos;517912;64400;c;539;;;;264;
Bièvres;393546;91570;b;523800;;523800;;523800;
Blainville-Damelevières;141135;54360;b;275575;;293771;;303698;
Bois Colombes;381079;92270;b;5628479;;4519800;;4519800;
Bonson;726414;42160;c;51494;;62231;;74302;
Boulogne Tintelleries;317016;62200;b;293829;;309074;;313782;
Bourbourg;281279;59630;c;12121;;9267;;7583;
Bourg Saint Maurice;741793;73700;a;301649;;288446;;316378;
Bourgoin Jallieu;723429;38300;b;1811113;;1721390;;1663912;
Bourth;393603;27580;c;203;;191;;17;
Bouy;174433;51400;c;1438;;883;;1602;
Bram;615054;11150;c;60565;;60260;;56762;
Bréauté-Beuzeville;413344;76110;b;476425;;485345;;508051;
Brebières Sud;345108;62117;c;78579;;79926;;74199;
Breitenbach;182659;68380;c;27428;;33053;;32773;
Bressuire;487249;79300;c;20522;;22814;;25827;
Bretenoux Biars;594762;46130;c;16039;;19074;;21195;
Breuillet Village;545491;91650;b;545400;;545400;;545400;
Briare;696088;15250;c;43168;;48148;;49338;
Brignais;722728;69530;c;233093;;205160;;139639;
Brioude;734269;43100;c;76734;;83298;;83132;
Briouze;448084;61220;c;29002;;25893;;33153;
Brumath;212134;67170;b;511620;;490318;;466605;
Brunoy;682120;91800;b;4276800;;4276800;;5085286;
Bruyères sur Oise;276451;95820;c;81000;;81000;;81000;
Buire sur l'Ancre;316067;80300;c;2648;;2260;;2412;
Busigny;296244;59137;c;49746;;51246;;49666;
Buzy en Béarn;672634;64260;c;9410;;8555;;6474;
Caffiers;317321;62132;c;4448;;5948;;6433;
Cagnes sur Mer;756320;6800;b;894307;;848905;;801560;
Campagnac Saint-Geniez;783340;12560;c;154;;273;;524;
Cannes;757625;6400;a;3180933;3999158;3279478;4752867;3351596;4857386
Cantin;345413;59169;c;40453;;43500;;48985;
Carmaux;615625;81400;b;85099;;94774;;104870;
Carnoet-Locarn;473561;22160;c;3286;;2751;;2711;
Carry le Rouet;753566;13620;b;61692;;70501;;76570;
Castelsarrasin;611897;82100;c;77360;;78693;;77321;
Castillon;584136;33350;b;137703;;148955;;148325;
Castres;615468;81100;b;164771;;184724;;181310;
Cattenières;345587;59217;c;5;;;;;
Cauderan-Mérignac;581538;33700;c;39088;;45749;;45765;
Caudry;345561;59540;b;104511;;110319;;104306;
Cavaillon;765503;84300;b;114317;;122755;;121410;
Ceintrey;141572;54109;c;3673;;4795;;6225;
Cernay (Val d'Oise);276063;95120;b;2716200;;2716200;;2716200;
Châlons en Champagne;174003;51000;b;763949;;800486;;838338;
Chambourg;571463;37310;c;15737;;14783;;15315;
Chamelet;721829;69620;c;12263;;11280;;12792;
Champ de Courses d'Enghien;276030;95230;b;2115041;;2165400;;2165400;
Champ de Mars -Tour Eiffel;393058;75015;b;11815200;;11815200;;11815200;
Champagné;396275;72470;c;32508;;38936;;41385;
Champagne sur Oise;276519;95660;b;237600;;237600;;237600;
Champbenoist-Poigny;115873;77160;b;178200;;178200;;108000;
Chantenay Saint-Imbert;696302;58240;c;4730;;7465;;7474;
Chantonnay;486332;85110;c;14738;;17992;;19206;
Charbonnières les Bains;721530;69260;b;238985;;226775;;199067;
Chars;381194;95750;b;194390;;189000;;189000;
Chartres;394007;28000;b;2608087;;2765888;;2796744;
Château l'Evêque;595165;24460;c;548;;754;;377;
Châteauneuf  Bujaleuf;592105;87460;c;2833;;3321;;4458;
Châteauneuf sur Charente;491506;16120;c;47884;;47349;;43701;
Châteauneuf sur Cher;576298;18190;c;10258;;12204;;1112;
Chatillon d'Azergues;721753;69380;c;22955;;23008;;25300;
Chaulnes;313478;80320;c;87562;;96108;;99097;
Chedde;746701;74190;c;27595;;27696;;24452;
Chemillé;484246;49120;b;156423;;159964;;161128;
Chemin d'Antony;546317;92160;b;334800;;334800;;334800;
Chèvremont;184259;90340;c;596;;939;;1262;
Chinon;571687;37500;b;111797;;118807;;117125;
Chissay en Touraine;574848;41400;c;8144;;7564;;6381;
Chouzy;574301;41150;c;9943;;13050;;14730;
Cires lès Mello;313551;60660;c;100044;;105619;;103354;
Cize Boloson;743344;1250;c;931;;2214;;3648;
Clerval;184622;25340;c;48108;;48301;;50601;
Clisson;481440;44190;b;774881;;766185;;709619;
Cluses;746370;74300;b;391417;;407885;;380518;
Collonges Fontaines;721225;69660;c;75002;;82414;;77545;
Colmar;182014;68000;a;3500569;5637573;3646561;;3597956;
Colombes;381087;92700;b;5324400;;5248800;;5248800;
Colomiers Lycée-nternational;611921;31770;b;231362;;256742;;255328;
Colroy Lubine;144386;88490;c;246;;108;;426;
Combourg;478057;35270;b;260668;;265440;;256350;
Compiègne;276691;60200;a;2253905;;2303690;;2362018;
Condat le Lardin;594382;24570;c;29560;;31606;;32443;
Saint-Vallier sur Rhône;761130;26240;b;272738;;279717;;269630;
Saint-Vincent de Tyrosse;673277;40230;b;112455;;135097;;141775;
Saint-Yrieix;592824;87500;c;25680;;26347;;26524;
Salbris;543165;41300;b;196000;;194905;;197479;
Salon;753764;13300;b;138973;;152626;;164225;
Santenay les Bains;713594;21950;c;6117;;8240;;6755;
Sarreguemines;193615;57200;b;398400;;417084;;420384;
Saubusse;673251;40180;c;3928;;4545;;3650;
Savy Berlette;342253;62690;c;34888;;34645;;34106;
Selles Saint-Denis;576140;41300;c;20933;;16793;;16808;
Seltz;212431;67470;c;41970;;37322;;37132;
Sennecey le Grand;725614;71240;c;27333;;30014;;31260;
Serdinya;784702;66360;c;33;;59;;33;
Sermaise;545517;91530;b;97200;;97200;;97200;
Sermizelles-Vézelay;683722;89200;c;7499;;8134;;9501;
Servas Lent;723791;1960;c;72733;;73346;;68684;
Sévérac;476754;44530;c;935;;933;;1494;
Sierck les Bains;191635;57480;c;2956;;3889;;4246;
Simiane;751438;13109;b;119558;;123781;;133582;
Siorac en Périgord;595769;24170;c;5375;;5865;;6098;
Solliès Pont;755330;83210;c;36702;;32628;;42126;
Sorgues-Châteauneuf du Pape;765206;84700;c;77502;;60123;;41392;
Souillac;594333;46200;b;96111;;103054;;109305;
Sous le Bois;295543;59600;c;705;;626;;497;
Steenbecque;342295;59189;c;587;;567;;572;
Steenwerck;286161;59181;c;46717;;48581;;44371;
Steinbourg;212209;67790;c;71127;;79463;;80936;
Strazeele;286203;59270;c;47169;;47739;;48893;
Suèvres;574236;41500;c;197;;;;;
Tantonville;141598;54116;c;383;;387;;383;
Tarare;721472;69170;b;490692;;502406;;489390;
Tarascon sur Ariège;611590;9400;c;45469;;46497;;54930;
Tarascon sur Rhône;765354;13150;b;169768;;176225;;172348;
Tassin;721514;69160;b;264030;;234024;;222706;
Taverny;276634;95150;b;1339200;;1339200;;1338685;
Tergnier;296442;2700;b;464096;;425382;;453278;
Teting;193342;57114;c;1481;;1621;;2297;
TGV Haute-Picardie;313882;80200;a;324016;;411348;;323825;
Thiviers;595124;24800;b;111977;;110244;;111456;
Thuès les Bains;784744;66360;c;237;;273;;76;
Tincques;342303;62127;c;16541;;17067;;19226;
Torpes Boussières;718114;25320;c;2241;;2206;;2619;
Tourcoing;286542;59200;b;812416;;149619;;119463;
Tournay;671172;65190;c;16375;;18989;;19783;
Tournemire Roquefort;783456;12250;c;23;;24;;148;
Tournus;725622;71700;b;237932;;268750;;280900;
Tourville;411181;27370;c;1614;;2027;;2110;
Tressin;286740;59152;c;10;;633;;1098;
Trouville-Deauville;444372;14360;a;718740;;743435;;726890;
Turckheim;182352;68230;c;49434;;50970;;51972;
Uzerche;594200;19140;c;76744;;76494;;78599;
Vaires-Torcy;116293;77360;b;1981241;;2052000;;2111400;
Val de Fontenay;113712;94120;b;16811969;;15687000;;15687000;
Valençay;576215;36600;c;19271;;18600;;16640;
Valence;761007;26000;b;2035015;;2092271;;2050368;
Vallorcine;746875;74660;c;13024;;12624;;8419;
Vannes;476606;56000;a;1328851;;1317075;;1350555;
Varades Saint-Florent-le-Vieil;484386;44370;c;81052;;89085;;86068;
Varilhes;611327;9120;c;45980;;49935;;50328;
Vaulry;592451;87140;c;13;;32;;618;
Velars;712331;21370;c;4370;;4701;;4751;
Vélines;584177;24230;c;48321;;54703;;49599;
Vendeuvre;118257;10140;c;35108;;42155;;45293;
Veretz Montlouis;574434;37270;c;25139;;24247;;25109;
Verneuil sur Serre;297119;2000;c;4245;;5705;;6648;
Vernouillet Verneuil;386656;78480;b;2467729;;2440800;;2433145;
Versailles Rive Droite;382861;78000;b;4932979;;4903200;;4882667;
Vervins;296129;2140;c;61870;;64092;;64914;
Verzeille;615138;11250;c;963;;655;;303;
Vesoul;185009;70000;b;313707;;353064;;350130;
Vias;781260;34450;c;4816;;4733;;4246;
Villars les Dombes;723759;1330;b;472929;;467008;;466823;
Villefranche sur Mer;756361;6230;b;395248;;400229;;456751;
Villefranche Vernet les Bains;784686;66820;b;161271;;163932;;143525;
Villeneuve la Comtesse;491258;17330;c;1967;;2466;;3222;
Villeneuve Prairie;681858;94600;b;;;;;475200;
Villeneuve Saint-Georges;681825;94190;b;14472762;;14887800;;14277600;
Villers Saint-Paul;276378;60870;c;72788;;75708;;77704;
Villiers Montbarbin;116749;77580;c;48600;;48600;;27000;
Vimy;342576;62580;c;17624;;18078;;15331;
Viroflay Rive Gauche;393215;78220;b;3453305;;3515400;;3515400;
Vitrolles Aeroport Marseille Provence;439554;13127;b;626439;;615022;;592757;
Vivoin Beaumont;396077;72170;c;35740;;41371;;41305;
Voivres;396358;72210;c;21482;;22632;;20341;
Volvic;641423;63530;c;9160;;8737;;6153;
Vonnas;725820;1540;c;84473;;92629;;85545;
Voreppe;747337;38340;b;244439;;271012;;313494;
Wacquemoulin;316208;60420;c;5994;;7039;;6386;
Wallers;343301;59135;c;24935;;24305;;19907;
Walygator parc;191098;57433;c;2795;;5602;;5768;
Willer sur Thur;182584;68760;c;30924;;37114;;32415;
Wilwisheim;212175;67270;c;31694;;35410;;33925;
Wimille-Wimereux;317123;62126;c;48461;;51418;;49562;
Woincourt;317511;80520;c;13055;;13630;;14084;
Xertigny;144121;88220;c;1347;;1833;;1018;
Yerres;682112;91330;b;3564000;;3564000;;3615331;
Yutz;191304;57110;c;1852;;1501;;685;
Gien;684290;45500;b;111409;;121032;;117725;
Givors Canal;722439;69700;c;26557;;28214;;26732;
Golfech;618082;82400;c;892;;1700;;1978;
Russ-Hersbach;214684;67130;c;69761;;69266;;67804;
Saillagouse;784835;66800;c;1831;;2505;;1490;
Saillat-Chassenon;592717;87720;c;1084;;1258;;633;
Saint-Agne;611301;31520;b;1073467;;1138010;;1115516;
Saint-Amand les Eaux;343103;59230;b;677839;;672830;;673307;
Saint-André de Corcy;723734;1390;b;237111;;237012;;227545;
Saint-André Nord;286195;59350;c;16097;;15861;;17366;
Saint-Armel;471318;35230;c;3760;;11933;;13400;
Saint-Astier;595249;24110;b;149356;;152644;;143117;
Saint-Aulaire;594622;19130;c;104;;121;;109;
Saint-Avold;193318;57500;b;240256;;258058;;269765;
Saint-Bonnet de Rochefort;641076;3800;c;5119;;4947;;3120;
Saint-Césaire;775072;30900;c;10101;;10668;;13682;
Saint-Chély d'Apcher;783241;48200;c;32020;;32903;;34328;
Saint-Christophe;613257;12330;c;5021;;5673;;5649;
Saint-Cyr les Lecques la Cadière;755215;83270;b;234917;;237487;;240830;
Saint-Denis;271015;93200;b;26588019;;26605800;;23518705;
Saint-Denis près Martel;594572;46600;c;17138;;15409;;15635;
Sainte-Anne;476648;56400;c;6283;;6770;;7714;
Sainte-Cécil -d'Andorge;775239;30239;c;1024;;961;;638;
Sainte-Colombe-Septveilles;116178;77650;b;124200;;124200;;102600;
Saint-Etienne Carnot;726901;42000;b;126239;;142324;;148400;
Saint-Etienne le Clapier;726174;42000;c;54998;;70018;;76509;
Saint-Geours;673269;40230;c;6718;;6977;;5430;
Saint-Germain du Puy;576405;18390;c;7806;;9142;;7359;
Saint-Germain les Belles;592287;87380;c;12887;;14623;;13841;
Saint-Gildas des bois;476762;44530;c;44375;;42820;;41057;
Saint-Hilaire;297531;59292;c;21;;111;;245;
Saint-Hilaire de Chaléons;481234;44680;c;12034;;8040;;9842;
Saint-Jean d'Angely;491357;17400;c;46775;;49610;;49089;
Saint-Jean de Losne;713651;21170;c;44876;;47928;;44959;
Saint-Jory;611657;31790;b;147025;;155000;;163060;
Saint-Julien en Genevois;745430;74160;c;147477;;157962;;164539;
Saint-Laurent du Var;756346;6700;b;500812;;526874;;524630;
Saint-Leu-la-Forêt;276600;95320;b;2019600;;2019600;;2019600;
Saint-Loubes;584730;33450;c;52083;;53722;;58781;
Saint-Macaire;582825;33490;c;10794;;10585;;10356;
Saint-Malo;478107;35400;a;1090420;;1090006;;1086259;
Saint-Mammès;682294;77670;b;297000;;297000;;297000;
Saint-Mars la Brière;396283;72470;c;16804;;16573;;17238;
Saint-Nicolas-Saint-Romain;586180;47270;c;;;;;;
Saint-Ouen;271247;93400;b;4028400;;4028400;;4028400;
Saint-Pierre Quiberon;476440;56510;c;2971;;2658;;3174;
Saint-Pol de Léon;474569;29250;c;12118;;12162;;1115;
Saint-Pol sur Ternoise;342337;62130;b;205329;;227109;;219926;
Saint-Priest Taurion;592055;87480;c;23629;;27994;;27185;
Saint-Quentin;296004;2100;b;1116372;;1144282;;1182816;
Saint-Quentin Fallavier;723387;38070;b;189008;;198342;;201607;
Saint-Rambert en Bugey;743740;1230;c;10378;;13295;;13076;
Saint-Roch;313080;80000;c;73718;;74486;;87473;
Saint-Saviol;575365;86400;c;35896;;35949;;35553;
Saint-Senoux-Pléchâtel;471169;35580;c;16111;;19632;;22839;
Saint-Sever;447714;14380;c;68;;285;;;
Saint-Victor;415166;76890;c;15241;;14834;;13953;
Salechan Siradan;618710;65370;c;18;;30;;33;
Salindres;775551;30340;c;40;;;;;
Salomé;342451;59496;c;16557;;13527;;14855;
Salses;784157;66600;c;10550;;11804;;11008;
Sanry sur Nied;192229;57530;c;8897;;10165;;13451;
Saône;718502;25660;c;26513;;30545;;34845;
Sarcelles-Saint-Brice;276386;95200;b;5202520;;5270400;;5249654;
Sarliève Cournon;734152;63800;c;30975;;38010;;37294;
Sarralbe;193714;57430;c;3353;;4484;;5563;
Sarrebourg;215012;57400;b;702899;;699751;;705818;
Sarreinsming;193631;57115;c;3207;;2869;;3195;
Saujon;491811;17600;c;54278;;58903;;62548;
Saulon;713628;21910;c;12011;;11461;;11538;
Saverdun;611368;9700;b;153573;;154375;;153836;
Sceaux-Boesse;396317;72160;c;7499;;5186;;4926;
Scherwiller;214205;67750;c;6320;;5857;;5285;
Schopperten;215483;67260;c;18109;;22486;;21469;
Schweighouse sur Moder (Bas-Rhin);213108;67590;c;18973;;19329;;18921;
Schwindratzheim;212159;67270;c;72473;;67338;;65411;
Senozan;725671;71260;c;4860;;3941;;3967;
Sens;683003;89100;b;1152094;;1195687;;1210742;
Sérifontaine;381269;;c;6468;;7597;;7005;
Servoz;746719;74310;c;13398;;13672;;15485;
Sevran-Livry;271429;93270;b;5227200;;5227200;;5227200;
Simandre sur Suran;743336;1250;c;13556;;12998;;14706;
Somain;345314;59490;b;347461;;365905;;380672;
Soulac sur Mer;581371;33780;c;29302;;31184;;31485;
Souppes-Château Landon;684217;77460;b;534556;;534600;;534512;
Strasbourg;212027;67000;a;18336028;20618570;18053898;22567373;18415416;23019270
Sucé sur Erdre;590828;44240;c;180864;;189328;;101070;
Surdon;444562;61570;c;47269;;33644;;47160;
Suresnes Mont Valérien;382374;92150;b;2540004;;2527200;;2526977;
Taillebourg;491043;17350;c;351;;180;;90;
Tain l'Hermitage Tournon;761163;26600;b;429592;;444465;;425935;
Tarbes;671008;65000;a;458373;;489110;;519646;
Templeuve;286625;59242;b;590285;;560640;;552314;
Thann-Saint-Jacques;182881;68800;b;154064;;160672;;160423;
Thaon;144097;88150;b;232809;;270584;;281450;
Thésée;328195;41140;c;4884;;3807;;3434;
Thionville;191007;57100;a;2741451;;2763231;;2656201;
Tonnay Charente;485151;17430;c;11462;;12959;;11731;
Tonnerre;713198;89700;b;121961;;131466;;132921;
Toulon;755009;83000;a;3378984;4765132;3344004;4709865;3471273;4889117
Tournan;116210;77220;b;1550148;;2257200;;2068200;
Trappes;393835;78190;b;3758400;;4201200;;4200911;
Trémolat;584474;24510;c;4244;;4554;;4268;
Agen;586008;47000;a;1106478;;1158742;;1273392;
Aiguillon;586693;47190;c;86198;;90847;;96162;
Aimargues;775833;30470;c;187;;236;;84;
Aime la Plagne;741769;73210;b;95834;;89584;;100415;
Aix en Provence-TGV;319012;13592;a;3297316;5064007;3611440;5556062;3415705;5254930
Alai;722744;69340;c;27089;;21731;;17814;
Amagne-Lucquy;172262;8300;c;39933;;40632;;42918;
Ancenis;481192;44150;b;839046;;848835;;793107;
Andrezieux;726406;42160;c;19592;;23756;;27578;
Annemasse;745497;74100;b;772967;;780106;;830092;
Anse;721324;69480;b;364886;;370063;;347199;
Anzeling;191387;57320;c;622;;777;;1668;
Arengosse;671479;40110;c;3055;;4284;;4569;
Argelès sur Mer;784231;66700;b;96567;;114273;;118331;
Argentière (Haute-Savoie);746859;74400;c;16911;;17087;;16460;
Armentières;286146;59280;b;770642;;760411;;822053;
Arnage;396549;72230;c;16614;;18594;;16806;
Arpajon;545467;91290;b;1409400;;1409400;;1407940;
Ars sur Moselle;192401;57130;b;121057;;138142;;141659;
Ascq;286864;59650;c;8963;;9192;;10194;
Aubie Saint-Antoine;491233;33240;c;20340;;16934;;21493;
Aubin Saint-Vaast;316604;62140;c;42;;;;;
Auffay;415158;76720;b;185505;;196405;;205526;
Auxerre Saint-Gervais;683573;89000;b;372956;;407049;;431218;
Avenue Foch;381038;75016;b;982800;;982800;;982800;
Bagneaux sur Loing;684191;77167;c;64800;;64800;;64800;
Bailleul;286179;59270;b;945571;;948776;;958200;
Bailleul Sire Berthoult;342592;62580;c;1006;;959;;552;
Balagny Saint-Epin;313569;60250;c;10823;;13973;;15508;
Ballersdorf;181073;68210;;;;;;;
Bandol;755223;83150;b;240492;;238564;;245666;
Barsanges;592188;19170;c;;;;;;
Bauvin Provin;345280;59221;b;176170;;173463;;181924;
Beaurainville;317198;62990;c;23641;;27137;;27277;
Beautiran;582700;33640;b;197257;;176177;;160644;
Bedous;672774;;c;4314;;129;;480;
Belleville (Lorraine);141804;54940;c;29071;;29538;;33010;
Belleville (Vendée);486142;85170;c;57483;;49252;;39999;
Belleville sur Sâone;721357;69220;b;823018;;848571;;829683;
Bellignat;743526;1810;c;6441;;6020;;6626;
Benfeld;214122;67230;b;451456;;451873;;438746;
Betton;471045;35830;c;52726;;58808;;57097;
Beuvrages;343160;59192;c;2437;;3099;;2520;
Beynost;723544;1700;b;185415;;180543;;171068;
Biot;757690;6410;b;189572;;240400;;238657;
Bitschwiller;182576;68620;c;31913;;35956;;39056;
Blangy sur Bresle;313809;76340;c;31633;;34179;;37799;
Blanquefort;581728;33290;b;95716;;113035;;124165;
Bléré la Croix;574475;37150;b;123988;;125549;;113483;
Blonville sur Mer Bénerville;444380;14910;c;1906;;1919;;2470;
Boën;726471;42130;c;20010;;30107;;32690;
Bogny sur Meuse;172049;8120;c;70153;;76468;;72462;
Bois le Roi;682203;77590;b;1188000;;1188000;;1187169;
Bologne;142224;52310;c;4444;;2877;;2164;
Bonneville;746339;74130;b;192744;;195842;;184553;
Bonnières;415893;78270;b;822825;;969499;;968239;
Bouchain;345389;59111;c;33576;;31455;;36978;
Bourgneuf en Retz;481242;44580;c;14368;;10367;;12569;
Bournezeau;486324;85480;c;640;;1207;;1093;
Bourron Marlotte Grez;684118;77780;c;58513;;59400;;59400;
Boutheon;726216;42160;c;33014;;37699;;46263;
Branderion;476242;56700;c;1514;;1956;;2597;
Brassac les Mines Sainte-Florine;734244;63570;b;105513;;112219;;108156;
Brazey en Plaine;713644;21470;c;42836;;43715;;43748;
Breil sur Roya;756833;6540;c;43723;;43704;;26479;
Brétigny-Norges;712265;21490;c;8538;;10010;;10100;
Bretoncelles;394270;61110;c;22424;;25293;;21472;
Brignac;592063;87400;c;203;;;;;
Broons;473074;22250;c;21113;;22926;;23373;
Brou;394452;28160;c;68495;;72392;;69801;
Broye;694166;71190;c;6987;;5951;;5693;
Brunémont;345439;59151;c;3026;;4310;;4244;
Bully Grenay;342105;62160;b;193444;;201831;;203421;
Busseau sur Creuse;597708;23150;c;1254;;1457;;1191;
Calais;317263;62100;b;975933;;1066195;;999441;
Calonne-Ricouart;342543;62470;c;68244;;68164;;70542;
Carcassonne;615286;11000;a;779949;;816645;;839733;
Carentan;447243;50500;b;179905;;189727;;199013;
Carpentras;765735;;c;112092;;89507;;;
Castelnau d'Estrétefonds;611665;31620;b;215108;;202782;;184480;
Castelnaudary;615039;11400;b;288341;;286444;;285825;
Caulnes;473066;22350;c;31794;;27582;;28961;
Cenon;581595;33150;c;;;;;;
Cercy la Tour;696492;58340;c;29511;;33155;;34512;
Cergy le Haut;382655;95800;b;6193800;;6193800;;6193800;
Cessieu;723452;38110;c;28448;;29672;;29790;
Cesson;682161;77240;b;2144339;;2257200;;1733400;
Ceyzeriat;743302;1250;c;4348;;4244;;4624;
Chabanais;592873;16150;c;5935;;5851;;7185;
Chambéry Challes les Eaux;741009;73010;a;3604056;;3807875;;3929650;
Chamblet;641407;3170;;;;;;;
Chantenay;481051;44000;c;26009;;25952;;23366;
Chapeauroux;734343;48600;c;209;;120;;245;
Charmes Vosges;144055;88130;b;276271;;288740;;283756;
Château Gaillard;543066;28210;c;3889;;3795;;4010;
Château Thierry;116582;2400;b;685034;;738013;;751890;
Châteaulin Embranchement;474064;29150;c;26376;;37013;;43845;
Châtelaillon;485110;17340;c;79301;;81489;;79197;
Châtelaudren Plouagat;473140;22170;c;10247;;8669;;8039;
Chaugey;712679;21290;c;14171;;15457;;14832;
Garancières la Queue;393439;78890;b;302400;;302400;;302336;
Geispolsheim;212258;67118;c;91199;;87512;;82891;
Gemeaux;713842;21120;c;23400;;21619;;21408;
Gièvres;576876;41130;c;50760;;50665;;50914;
Gignac-Cressensac;594325;46600;c;955;;1212;;1229;
Glos-Montfort;415349;27290;c;1120;;1638;;3288;
Golfe Juan Vallauris;757641;6220;b;251173;;261876;;252408;
Goncelin;747477;38570;b;323095;;349670;;343477;
Gorges;481432;44190;c;59112;;29063;;1020;
Goxwiller;214270;67210;c;30865;;29572;;30172;
Grande-Synthe;281311;59760;c;3771;;3103;;818;
Granville;447680;50400;b;199848;;186225;;208972;
Gravelines;281246;59820;c;20875;;19405;;5419;
Grenoble;747006;38000;a;7256999;10451577;7530317;10913502;7677526;11126850
Gresswiller;214593;67190;b;145815;;141088;;137256;
Gretz Armainvilliers;116012;77220;b;874800;;907200;;907200;
Habsheim;182089;68440;b;217824;;222323;;212462;
Haguenau;213058;67500;b;1552149;;1585550;;1533931;
Ham;313494;80400;b;121455;;131518;;133818;
Ham en Artois;342261;62190;c;3390;;4083;;4591;
Hangest sur Somme;313114;80310;c;38264;;44915;;52433;
Hargicourt-Pierrepont;313338;80500;c;17851;;17931;;20445;
Haussmann-Saint-Lazare;281899;75009;b;44647200;;42314400;;42314400;
Hautmont;295568;59330;b;65732;;69876;;76385;
Hénin Beaumont;345157;62110;b;484229;;491686;;493343;
Herbitzheim;193672;67260;c;56938;;56732;;55222;
Héricourt;184507;70400;b;139299;;153005;;159418;
Héricy;682435;77850;c;54000;;54000;;54000;
Hesdin;317222;62140;c;51051;;60314;;61330;
Hombourg Budange;191353;57920;c;571;;1006;;1993;
Houdemont;141473;54180;c;3939;;5153;;5046;
Hunspach;213454;67250;c;4787;;6185;;5385;
Hyères;755629;83400;b;287399;;178791;;204934;
Illfurth;182204;68720;c;50987;;50569;;48879;
Issoire;734202;63500;b;429096;;448139;;456049;
Issy;393074;92130;b;2249364;;2289600;;2289600;
Issy Val de Seine;393306;92130;b;6539400;;6539400;;6539400;
Istres;753418;13800;c;31777;;43859;;53256;
Iteuil;577403;86240;c;9299;;9793;;9290;
Jaunay Clan;575217;86130;c;28348;;27329;;29669;
Jaux;272013;60880;c;11726;;13211;;18133;
Joigny;683243;89300;b;319608;;333402;;330365;
Jonchery sur Vesle;171314;51140;b;93978;;103530;;104213;
Ker Lann;159947;35170;c;60996;;62667;;64611;
L' Isle Adam-Parmain;276527;95290;b;727902;;729000;;729000;
La Bonneville sur Iton;387142;27190;c;9954;;8878;;9174;
La Chaize le Vicomte;486308;85310;c;3190;;4175;;4783;
La Chaumusse Fort du Plasne;715391;39150;c;4039;;3220;;2950;
La Chaussée Saint-Victor;574251;41260;c;1326;;1819;;761;
La Courneuve Aubervilliers;271304;93120;b;10406376;;10508400;;10508400;
La Fère;296632;2800;b;136906;;133881;;142416;
La Gauterie;576355;37600;c;;;;;;
La Gouesnière-Cancale;478099;35350;c;26494;;26722;;28660;
La Guerche sur l'Aubois;576470;18150;c;27275;;27247;;26228;
La Jarrie;485185;;c;118;;;;;
La Jonchère;592337;87340;c;12457;;13530;;14115;
La Pauline Hyères;755314;83400;c;61193;;59197;;64814;
La Redonne Ensues;753574;13820;c;38723;;42954;;41276;
La Roche en Brénil;694448;21530;c;2;;;;72;
La Seyne Six Fours;755264;83500;b;231733;;224464;;224302;
La Taye;394403;28110;c;14072;;13375;;13185;
La Tour de Salvagny;721548;69890;c;114227;;93960;;82139;
La Tricherie;575183;86490;c;16980;;19844;;16654;
La Ville Gozet;641191;3100;c;574;;693;;545;
La Villetertre;381202;60240;c;3539;;5064;;5776;
La Wantzenau;212316;67610;c;48815;;48378;;47095;
Labergement-Sainte-Marie;715219;;c;10897;;8548;;7511;
Labruguière;615526;81290;c;7078;;8455;;9358;
Lachaud Curmilhac;731828;43013;c;549;;696;;774;
Lacourtensourt;611434;31200;c;28182;;32162;;32909;
Laillé;471144;35890;c;22810;;24238;;27702;
Lalande Eglise;611947;31000;c;;;380;;456;
Lalbenque-Fontanes;613323;46230;c;6931;;7350;;6211;
Lancerf;473850;22860;c;34;;36;;16;
Lancey;417501;38190;c;120612;;124516;;114878;
Landas;286575;59310;c;50484;;45222;;45813;
Landrecies;295642;59550;c;17637;;17789;;17808;
Langeac;734319;43300;c;19509;;19891;;22124;
Laqueuille;641274;63760;c;3425;;3540;;6290;
Laroches Migennes;683268;89400;b;369374;;372308;;401315;
Laroque;586412;47340;c;331;;255;;707;
Laroquebrou;645135;15150;c;3786;;4545;;5489;
Laval de Cère;594796;46130;c;140;;167;;493;
Le Bosquet;757757;6400;c;34811;;42243;;38678;
Le Bourget;271395;93350;b;9967697;;10049400;;10047909;
Le Bousquet d'Orb;781583;34260;c;1564;;1888;;1100;
Le Bras de Fer;681395;91000;b;2781000;;2781000;;2284200;
Le Buisson;595751;24480;c;44679;;47765;;52800;
Le Burg;594614;19240;c;258;;497;;291;
Le Cellier;481168;44850;c;31200;;33516;;28489;
Le Coteau;726828;42120;b;95495;;108942;;113741;
Le Dorat;592543;87210;c;24112;;25116;;22518;
